     6749	2022-10-17 12:00:03	1	4	0	0
     6632	2022-10-17 12:00:07	1	4	0	0
     6722	2022-10-17 12:00:12	1	4	0	0
     6781	2022-10-17 12:00:33	1	4	0	0
     6637	2022-10-17 12:00:46	1	4	0	0
     7032	2022-10-17 12:01:04	1	4	0	0
     6891	2022-10-17 12:01:51	1	4	0	0
     7030	2022-10-17 12:01:55	1	4	0	0
     6614	2022-10-17 12:02:17	1	4	0	0
     7024	2022-10-17 12:03:01	1	4	0	0
     7035	2022-10-17 12:03:05	1	4	0	0
     6683	2022-10-17 12:03:39	1	4	0	0
     6740	2022-10-17 12:04:02	1	4	0	0
     6688	2022-10-17 12:05:05	1	4	0	0
     7005	2022-10-17 12:06:38	1	4	0	0
     6950	2022-10-17 12:06:43	1	4	0	0
     6814	2022-10-17 12:08:01	1	4	0	0
     7031	2022-10-17 12:08:22	1	4	0	0
     6612	2022-10-17 12:12:48	1	4	0	0
     6700	2022-10-17 12:14:39	1	4	0	0
     6602	2022-10-17 12:16:48	1	4	0	0
     7008	2022-10-17 12:16:53	1	4	0	0
     6635	2022-10-17 12:17:09	1	4	0	0
     6634	2022-10-17 12:22:21	1	4	0	0
     6759	2022-10-17 12:22:41	1	4	0	0
     6759	2022-10-17 12:22:42	1	4	0	0
     6681	2022-10-17 12:22:55	1	4	0	0
     6681	2022-10-17 12:22:57	1	4	0	0
     6681	2022-10-17 12:22:58	1	4	0	0
     6682	2022-10-17 12:23:05	1	4	0	0
     6670	2022-10-17 12:23:10	1	4	0	0
     6605	2022-10-17 12:28:11	1	4	0	0
     6606	2022-10-17 12:29:48	1	4	0	0
     6878	2022-10-17 12:41:01	1	4	0	0
     6804	2022-10-17 12:41:04	1	4	0	0
     6632	2022-10-17 12:45:03	1	5	0	0
     6759	2022-10-17 12:45:08	1	5	0	0
     6950	2022-10-17 12:45:13	1	5	0	0
     6682	2022-10-17 12:45:16	1	5	0	0
     6606	2022-10-17 12:45:20	1	5	0	0
     6681	2022-10-17 12:45:24	1	5	0	0
     7035	2022-10-17 12:45:32	1	5	0	0
     7008	2022-10-17 12:45:43	1	5	0	0
     6891	2022-10-17 12:45:57	1	5	0	0
     6808	2022-10-17 12:47:32	1	4	0	0
     6670	2022-10-17 12:47:42	1	0	0	0
     7031	2022-10-17 12:47:46	1	0	0	0
     6683	2022-10-17 12:48:20	1	5	0	0
     6612	2022-10-17 12:48:38	1	5	0	0
     6878	2022-10-17 12:48:47	1	5	0	0
     6804	2022-10-17 12:48:56	1	5	0	0
     6688	2022-10-17 12:49:01	1	5	0	0
     6605	2022-10-17 12:49:23	1	5	0	0
     6808	2022-10-17 12:50:16	1	5	0	0
     6634	2022-10-17 12:50:29	1	5	0	0
     6602	2022-10-17 12:50:42	1	5	0	0
     7032	2022-10-17 12:53:20	1	5	0	0
     7030	2022-10-17 12:54:46	1	5	0	0
     6781	2022-10-17 12:55:12	1	5	0	0
     6700	2022-10-17 12:55:37	1	5	0	0
     6614	2022-10-17 12:55:44	1	5	0	0
     7045	2022-10-17 12:56:50	1	5	0	0
     6896	2022-10-17 12:56:53	1	5	0	0
     6635	2022-10-17 12:58:31	1	5	0	0
     6722	2022-10-17 12:58:52	1	5	0	0
     6749	2022-10-17 13:00:28	1	5	0	0
     6740	2022-10-17 13:02:09	1	5	0	0
     6637	2022-10-17 13:07:26	1	5	0	0
     6814	2022-10-17 13:13:01	1	5	0	0
     6724	2022-10-17 17:00:02	1	1	0	0
     6700	2022-10-17 17:00:16	1	1	0	0
     6740	2022-10-17 17:00:32	1	1	0	0
     6722	2022-10-17 17:01:04	1	1	0	0
     6729	2022-10-17 17:02:12	1	1	0	0
     6682	2022-10-17 17:02:24	1	1	0	0
     6681	2022-10-17 17:02:40	1	1	0	0
     6681	2022-10-17 17:02:43	1	1	0	0
     6759	2022-10-17 17:03:18	1	1	0	0
     6950	2022-10-17 17:05:38	1	1	0	0
     6612	2022-10-17 17:07:29	1	1	0	0
     6683	2022-10-17 17:09:10	1	1	0	0
     6632	2022-10-17 17:09:25	1	1	0	0
     6606	2022-10-17 17:09:29	1	1	0	0
     6614	2022-10-17 17:10:08	1	1	0	0
     6804	2022-10-17 17:10:45	1	1	0	0
     7024	2022-10-17 17:11:10	1	1	0	0
     6891	2022-10-17 17:11:38	1	1	0	0
     6878	2022-10-17 17:11:44	1	1	0	0
     6634	2022-10-17 17:14:02	1	1	0	0
     6688	2022-10-17 17:14:07	1	1	0	0
     6749	2022-10-17 17:14:15	1	1	0	0
     7032	2022-10-17 17:14:33	1	1	0	0
     6722	2022-10-17 17:15:28	1	1	0	0
     6781	2022-10-17 17:19:13	1	1	0	0
     6637	2022-10-17 17:19:16	1	1	0	0
     6605	2022-10-17 17:27:25	1	1	0	0
     6808	2022-10-17 17:33:29	1	1	0	0
     6896	2022-10-17 17:41:02	1	1	0	0
     6635	2022-10-17 17:41:07	1	1	0	0
     6602	2022-10-17 17:41:10	1	1	0	0
     7045	2022-10-17 18:51:05	1	1	0	0
     7031	2022-10-17 19:23:59	1	1	0	0
     6814	2022-10-17 19:24:01	1	1	0	0
     7005	2022-10-17 19:25:03	1	1	0	0
     7005	2022-10-17 19:25:04	1	1	0	0
     6749	2022-10-18 06:10:34	1	0	0	0
     6606	2022-10-18 07:01:18	1	0	0	0
     6891	2022-10-18 07:08:09	1	0	0	0
     6682	2022-10-18 07:29:34	1	0	0	0
     6740	2022-10-18 07:29:52	1	0	0	0
     6740	2022-10-18 07:30:02	1	0	0	0
     6759	2022-10-18 07:31:37	1	0	0	0
     6759	2022-10-18 07:31:39	1	0	0	0
     6950	2022-10-18 07:34:19	1	0	0	0
     7030	2022-10-18 07:34:38	1	0	0	0
     6781	2022-10-18 07:36:00	1	0	0	0
     6681	2022-10-18 07:37:31	1	0	0	0
     7031	2022-10-18 07:37:44	1	0	0	0
     6681	2022-10-18 07:38:51	1	0	0	0
     6681	2022-10-18 07:38:54	1	0	0	0
     7008	2022-10-18 07:38:59	1	0	0	0
     7045	2022-10-18 07:39:50	1	0	0	0
     6612	2022-10-18 07:40:33	1	0	0	0
     6808	2022-10-18 07:44:35	1	0	0	0
     6729	2022-10-18 07:45:05	1	0	0	0
     7035	2022-10-18 07:48:07	1	0	0	0
     6602	2022-10-18 07:50:01	1	0	0	0
     7032	2022-10-18 07:52:22	1	0	0	0
     6688	2022-10-18 07:53:44	1	0	0	0
     6635	2022-10-18 07:55:09	1	0	0	0
     6632	2022-10-18 07:56:19	1	0	0	0
     6878	2022-10-18 07:56:27	1	0	0	0
     6722	2022-10-18 07:56:31	1	0	0	0
     6700	2022-10-18 07:56:52	1	0	0	0
     7024	2022-10-18 07:57:35	1	0	0	0
     6683	2022-10-18 07:57:56	1	0	0	0
     6804	2022-10-18 07:59:18	1	0	0	0
     7005	2022-10-18 07:59:36	1	0	0	0
     6670	2022-10-18 08:00:21	1	0	0	0
     6637	2022-10-18 08:00:31	1	0	0	0
     6605	2022-10-18 08:01:05	1	0	0	0
     6634	2022-10-18 08:01:55	1	0	0	0
     6896	2022-10-18 08:03:22	1	0	0	0
     6814	2022-10-18 08:12:35	1	0	0	0
     6749	2022-10-18 12:00:08	1	4	0	0
     6722	2022-10-18 12:00:12	1	4	0	0
     6950	2022-10-18 12:00:16	1	4	0	0
     7035	2022-10-18 12:00:27	1	4	0	0
     6637	2022-10-18 12:00:31	1	4	0	0
     7032	2022-10-18 12:00:35	1	4	0	0
     7030	2022-10-18 12:00:39	1	4	0	0
     6602	2022-10-18 12:01:01	1	4	0	0
     7045	2022-10-18 12:01:15	1	4	0	0
     6896	2022-10-18 12:01:19	1	4	0	0
     6891	2022-10-18 12:01:27	1	4	0	0
     6814	2022-10-18 12:02:15	1	4	0	0
     6781	2022-10-18 12:02:20	1	4	0	0
     7024	2022-10-18 12:02:34	1	4	0	0
     6683	2022-10-18 12:02:59	1	4	0	0
     7008	2022-10-18 12:03:07	1	4	0	0
     6688	2022-10-18 12:03:11	1	4	0	0
     7031	2022-10-18 12:04:21	1	4	0	0
     6740	2022-10-18 12:05:01	1	4	0	0
     6605	2022-10-18 12:05:06	1	4	0	0
     7005	2022-10-18 12:06:05	1	4	0	0
     7005	2022-10-18 12:06:06	1	4	0	0
     6612	2022-10-18 12:10:58	1	4	0	0
     6606	2022-10-18 12:13:52	1	4	0	0
     6700	2022-10-18 12:15:55	1	4	0	0
     6635	2022-10-18 12:24:49	1	4	0	0
     6634	2022-10-18 12:34:50	1	4	0	0
     6682	2022-10-18 12:37:32	1	4	0	0
     6759	2022-10-18 12:39:37	1	4	0	0
     6759	2022-10-18 12:39:39	1	4	0	0
     6681	2022-10-18 12:44:51	1	4	0	0
     6681	2022-10-18 12:44:53	1	4	0	0
     6681	2022-10-18 12:44:54	1	4	0	0
     6808	2022-10-18 12:45:00	1	4	0	0
